VENDEDOR	CLIENTE	ROTULO	DESCRICAO	OP	COD.CAPACIDADE	CAPACIDADE	DATA ENTRADA	DATA PREPARACAO	DATA LITOGRAFIA	DATA MONSTAGEM	DATA ENTREGA	QUANTIDADE PEDIDO	QTDE FOLHAS	QTDE POR FOLHA	VERNIZ.INT 01	VERNIZ.INT 02	ESMALTE	REVESTIMENTO	VERNIZ.ACABAMENTO	PREPARACAO	1a.COR	2a.COR	3a.COR	4a.COR	5a.COR	LITOGRAFIA	FECHAMENTO
SANDRA REGINA DA SILVA	INDUSTRIA  QUIMICA  UNA LTDA	018.0188.05.0	18L (H)- UNA UNA UNA COLA	113662012	18	18 L.	05/11/2012	01/11/2012	05/11/2012	06/11/2012	08/11/2012	2600	0	0	EPOXI FENOLICO		ESM.BRANCO COMUM	COM VZ INTERNO	ACABAMENTO COMUM		AZUL UNA	VERMELHO LINOVA	AMARELO LIMÃO				Ø57	
CLAUDIO FRANCO DA ROCHA	EUROSTAR PROD. GRAF. COMUN. VISUAL LTDA	018.1464.02.0	18L (H)- EUROSTAR  DUPLICOPY  PROD. IND.	113672012	18	18 L.	05/11/2012	30/10/2012	03/11/2012	04/11/2012	06/11/2012	720	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	AMARELO ESCALA	MAGENTA EUROPA	PRETO			Ø57	
ANGELA QUIRINO	PINTACOR IND. QUIM. LTDA	018.0225.02.0	18L (H)- PINTACOLOR GENERICA	113682012	18	18 L.	05/11/2012	30/10/2012	03/11/2012	04/11/2012	06/11/2012	1200	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO					Ø57	
ANGELA QUIRINO	MARCOBI IND. E COM. LTDA	018.0140.02.0	18L (H)- MARCOBI	113692012	18	18 L.	05/11/2012	15/11/2012	19/11/2012	20/11/2012	22/11/2012	1000	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL VIWACRIL	VERMELHO LINOVA	PRETO	VERDE PREPARADO	AMARELO MEDIO		Ø57	
ANGELA QUIRINO	MARCOBI IND. E COM. LTDA	018.0140.02.0	18L (H)- MARCOBI	113702012	18	18 L.	05/11/2012	08/12/2012	12/12/2012	13/12/2012	15/12/2012	1000	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL VIWACRIL	VERMELHO LINOVA	PRETO	VERDE PREPARADO	AMARELO MEDIO		Ø57	
LUCIANA	BRASILUX TINTAS TÉCNICAS LTDA	019.0088.10.0	BALDE-BRASILINE ESMALTE SINT.AUTO RODO-AGRICULT	113712012	19	BALDE.	05/11/2012	01/11/2012	05/11/2012	06/11/2012	08/11/2012	1960	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO BANDEIRA	AZUL EUROPA	BORDO SV	MAGENTA BERTONCINI	BRANCO BRILTINTAS		Ø170	
CLAUDIO FRANCO DA ROCHA	WEG  TINTAS  LTDA	018.0824.05.0	18L (H)- STARCAR	113722012	18	18 L.	05/11/2012	01/11/2012	05/11/2012	06/11/2012	08/11/2012	1200	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL TOZAN	BRANCO BRILTINTAS	VERMELHO P-185C	OURO STARCAR		Ø57	
SANDRA REGINA DA SILVA	PYROZZAR IND. QUIMICA COM. LTDA	019.0378.06.1	BALDE- PYROFER LARANJA	113732012	19	BALDE.	05/11/2012	12/11/2012	16/11/2012	17/11/2012	19/11/2012	2000	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	AZUL VINILPLAST	AMARELO MEDIO	LARANJA RILAPLAST			Ø170 c/b Ø25	
SANDRA REGINA DA SILVA	TINTAS REAL COMPANY IND.E COM.TINTAS - SP	018.0169.01.1	18L- REAL   COMPLEMENTOS  (LINHA  PREMIUM)	113742012	18	18 L.	05/11/2012	15/11/2012	19/11/2012	20/11/2012	22/11/2012	3000	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		OURO VIWACRIL	MARROM REAL COMPLEMENTO	AZUL EUROPA	AMARELO EUROPA	BORDO SV		Ø170	
SANDRA REGINA DA SILVA	MAZA PRODUTOS QUIMICOS LTDA	019.0136.01.0	BALDE- MAZA THINNER PREMIUM	113752012	19	BALDE.	05/11/2012	07/11/2012	11/11/2012	12/11/2012	14/11/2012	1680	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL REFLEX BLUE	VERMELHO MAZA	AMARELO ESCALA	PRETO			Ø80	
SANDRA REGINA DA SILVA	RESICLEAR QUIMICA LTDA	019.0280.01.0	BALDE- RECICLALUX TINTA RECICLADA 	113762012	19	BALDE.	05/11/2012	12/11/2012	16/11/2012	17/11/2012	19/11/2012	1080	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO					Ø80	
SANDRA REGINA DA SILVA	RESICLEAR QUIMICA LTDA	018.0280.03.0	18L- CLEAR ACRILICO PLUS	113772012	18	18 L.	06/11/2012	01/11/2012	05/11/2012	06/11/2012	08/11/2012	1080	0	0	EPOXI FENOLICO		ESM. AMARELO NATRIELLI	COM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERMELHO LINOVA					Ø170	
CLAUDIO FRANCO DA ROCHA	TRANSITO LIVRE  COM. E SERVIÇOS  LTDA	018.1540.01.0	18L (H) NATURAL S/VZ  	113782012	18	18 L.	06/11/2012	01/11/2012	05/11/2012	06/11/2012	08/11/2012	180	0	0				SEM VZ INTERNO	ACABAMENTO COMUM									
DALTON	GEKAR IND. QUÍMICA LTDA	018.0111.05.1	18L- GEKAR   VINIL  ACRILICA	113792012	18	18 L.	06/11/2012	02/11/2012	06/11/2012	07/11/2012	09/11/2012	2000	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		MARROM REAL COMPLEMENTO	AZUL EUROPA	AMARELO EUROPA	MAGENTA EUROPA	AZUL VIWACRIL		Ø170	
SANDRA REGINA DA SILVA	ALVONIL IND. DE TINTAS E VERNIZES LTDA	018.0005.09.1	18L- COLORIL LATEX ACRILICO	113802012	18	18 L.	06/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	2000	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		BRANCO OPACO	AZUL DURAMAR	PRETO	MARROM PREPARADO	BRANCO OPACO 2ªPASS		Ø170	
SANDRA REGINA DA SILVA	PIROSOL PRODS. QUIMICOS LTDA	018.0201.02.2	18L (H)- PIROSOL   A 200 USO PROFIS.	113812012	18	18 L.	06/11/2012	07/11/2012	11/11/2012	12/11/2012	14/11/2012	1500	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	VERDE AUDI	VERDE 355 PROCESSO	AZUL DURAMAR			Ø42	
SANDRA REGINA DA SILVA	INDUSTRIA  QUIMICA  UNA LTDA	005.0188.01.0	5L- UNA  XADREZ	113822012	5	5 L.	06/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	4000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL UNA	VERMELHO LINOVA	PRATA UNA	AMARELO LIMÃO			Ø42	
ROGERIO BARRETTO MARTINS	IMPERMASTER TINTAS E EMPERMEABILIZANTES	018.0134.01.0	18L- GRANVINIL  ACRILICO  STANDARD	113832012	18	18 L.	06/11/2012	01/11/2012	05/11/2012	06/11/2012	08/11/2012	1000	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		OURO SULAN	MARROM REAL COMPLEMENTO	LARANJA RILAPLAST	AZUL EUROPA	BORDO REAL		Ø170	
ROGERIO BARRETTO MARTINS	IMPERMASTER TINTAS E EMPERMEABILIZANTES	018.0134.02.0	18L- GRANVINIL  LATEX	113842012	18	18 L.	06/11/2012	01/11/2012	05/11/2012	06/11/2012	08/11/2012	1000	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERMELHO LINOVA					Ø170	
ROGERIO BARRETTO MARTINS	IMPERMASTER TINTAS E EMPERMEABILIZANTES	018.0134.03.0	18L- GRANCOR   MASSA	113852012	18	18 L.	06/11/2012	01/11/2012	05/11/2012	06/11/2012	08/11/2012	1000	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL PREPARADO					Ø170	
ANGELA QUIRINO	ISOCOR COMERCIO DE TINTAS LTDA	018.1237.02.1	18L- RENOVE  COMPLEM. STANDARD (AZUL)	113862012	18	18 L.	06/11/2012	07/11/2012	11/11/2012	12/11/2012	14/11/2012	1000	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		VERMELHO TRANSPARENTE	AMARELO ESCALA	PRETO	AZUL EUROPA	MAGENTA BERTONCINI		Ø170	
ANGELA QUIRINO	ISOCOR COMERCIO DE TINTAS LTDA	018.1237.03.0	18L- RENOVE  MASSA  PVA  ECONO. (VERDE)	113872012	18	18 L.	06/11/2012	07/11/2012	11/11/2012	12/11/2012	14/11/2012	2000	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERMELHO TRANSPARENTE	VERDE PREPARADO	AZUL DURAMAR	AMARELO MEDIO		Ø170	
ANGELA QUIRINO	GLOBALCOLOR TINTAS INDUSTRIAIS LTDA.EPP	018.1165.01.0	18L (H)- GLOBAL COLOR TINTAS INDUSTRIAIS	113882012	18	18 L.	06/11/2012	07/11/2012	11/11/2012	12/11/2012	14/11/2012	1200	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO EUROPA	AZUL EUROPA	MAGENTA EUROPA	PRETO			Ø42	
ANGELA QUIRINO	BRASJAPINHA COM.MAT.P/CONSTRUÇÃO LTDA	018.0817.02.0	18L- LAV-PINT LATEX  ACRILICO	113892012	18	18 L.	06/11/2012	12/11/2012	16/11/2012	17/11/2012	19/11/2012	1200	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		PRETO	MAGENTA BERTONCINI	AZUL DURAMAR				Ø170	
OCTAVIO ALGUSTO MARTINS	RAFBRAS PRODS. DE PETROLEO LTDA	018.0490.01.0	18L (H)- SOLRAF  USO PROFISSIONAL	113902012	18	18 L.	06/11/2012	01/11/2012	05/11/2012	06/11/2012	08/11/2012	1100	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO ESCALA	VERDE PREPARADO	AZUL DURAMAR	AMARELO EUROPA	PRETO		Ø57	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0430.07.0	18L (H)- EM022  BIQ  COLA BERTONCINI	113912012	18	18 L.	06/11/2012	02/11/2012	06/11/2012	07/11/2012	09/11/2012	2520	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL PREPARADO	VERMELHO PREPARADO					Ø57	
ANGELA QUIRINO	EDT  COMERCIAL LTDA	005.0082.13.0	5L- COMBAT  THINNER	113922012	5	5 L.	07/11/2012	02/11/2012	06/11/2012	07/11/2012	09/11/2012	1200	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	AZUL EUROPA	PRETO				Ø42	
ROGERIO BARRETTO MARTINS	TINTAS VIP IND. E COM. LTDA	018.0569.06.0	18L- MONTECOR TINTA ACRIL. ECONO.	113932012	18	18 L.	07/11/2012	07/12/2012	11/12/2012	12/12/2012	14/12/2012	3000	0	0	EPOXI FENOLICO		ESM.BRANCO COMUM	COM VZ INTERNO	ACABAMENTO COMUM		AMARELO EUROPA	PRETO	AZUL EUROPA	MAGENTA EUROPA			Ø170	
ROGERIO BARRETTO MARTINS	QUALYQUIMY COMERCIO DE TINTAS LTDA.	018.1422.01.0	18L- QUALYCOLOR LATEX ACRILICO PLUS	113942012	18	18 L.	07/11/2012	03/11/2012	07/11/2012	08/11/2012	10/11/2012	1100	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		MAGENTA EUROPA	AMARELO EUROPA	AZUL EUROPA	PRETO			Ø170	
ROGERIO BARRETTO MARTINS	NATRIELLI QUIMICA LTDA	005.0167.06.1	5L- NATRIELLI QUEROSENE	113952012	5	5 L.	07/11/2012	03/11/2012	07/11/2012	08/11/2012	10/11/2012	3000	0	0			ESM. AMARELO NATRIELLI	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO					Ø42	
LUCIANA	ITEMP - SOMEFOR IND.E COM.DE TINTAS LTDA	018.0459.20.0	18L- FORMULA  ACRILICO  PRO  ANTI MOFO	113962012	18	18 L.	07/11/2012	06/11/2012	10/11/2012	11/11/2012	13/11/2012	1400	0	0		EPOXI FENOLICO		COM VZ INTERNO	ACABAMENTO COMUM								Ø170	
ELENICE MARTIRE	LUQCORES IMD. E COM. DE TINTAS LTDA.  EPP	018.1540.09.0	18L-  RECUPERADA  S/VZ  Ø170 - Ø57 - Ø42	113972012	18	18 L.	07/11/2012	08/11/2012	12/11/2012	13/11/2012	15/11/2012	400	210	2				COM VZ INTERNO									Ø170	
ELENICE MARTIRE	LUQCORES IMD. E COM. DE TINTAS LTDA.  EPP	018.1540.02.0	18L- NATURAL S/VZ  Ø170	113982012	18	18 L.	07/11/2012	08/11/2012	12/11/2012	13/11/2012	15/11/2012	400	0	0				SEM VZ INTERNO									Ø170	
SANDRA REGINA DA SILVA	THINSOL QUIMICA INDL. LTDA	019.0177.01.0	BALDE- THINSOL  LINHA  SOLVENTES	113992012	19	BALDE.	07/11/2012	13/11/2012	17/11/2012	18/11/2012	20/11/2012	2000	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERMELHO LINOVA	AZUL TOZAN	AMARELO ESCALA			Ø80	
SANDRA REGINA DA SILVA	INDUSTRIA  QUIMICA  UNA LTDA	018.0188.01.0	18L (H)- UNA XADREZ	114002012	18	18 L.	07/11/2012	15/11/2012	19/11/2012	20/11/2012	22/11/2012	2520	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRATA UNA	VERMELHO LINOVA	AZUL UNA	AMARELO LIMÃO			Ø57	
SANDRA REGINA DA SILVA	INDUSTRIA  QUIMICA  UNA LTDA	018.0188.01.0	18L (H)- UNA XADREZ	114012012	18	18 L.	07/11/2012	21/11/2012	25/11/2012	26/11/2012	28/11/2012	2520	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRATA UNA	VERMELHO LINOVA	AZUL UNA	AMARELO LIMÃO			Ø57	
SANDRA REGINA DA SILVA	THINSOL QUIMICA INDL. LTDA	005.0177.03.0	5L- THINSOL  LINHA SOLVENTES	114022012	5	5 L.	07/11/2012	19/11/2012	23/11/2012	24/11/2012	26/11/2012	8000	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	AMARELO MEDIO	VERMELHO LINOVA	AZUL TOZAN			Ø42	
SANDRA REGINA DA SILVA	TOCANTINS IND. E COM.DE TINTAS LTDA	018.0085.05.2	18L- COLORIN CLASSIC	114032012	18	18 L.	07/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	2000	0	0	EPOXI FENOLICO		ESM.BRANCO COMUM	COM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	MAGENTA EUROPA	PRETO	AMARELO ESCALA			Ø170	
SANDRA REGINA DA SILVA	TOCANTINS IND. E COM.DE TINTAS LTDA	018.0085.18.1	18L- COLORIN  SELADOR  COLORIN	114042012	18	18 L.	07/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	1500	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL EUROPA	AMARELO EUROPA	MAGENTA EUROPA			Ø170	
SANDRA REGINA DA SILVA	QUALIFLEX  IND. E COM. DE TINTAS LTDA-ME	018.0187.08.1	18L- QUALIFLEX  CONSTRUTORA  ACRILICO	114052012	18	18 L.	07/11/2012	12/11/2012	16/11/2012	17/11/2012	19/11/2012	2500	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		VERMELHO TRANSPARENTE	AZUL DURAMAR	AZUL PREPARADO	AMARELO ESCALA	BRANCO OPACO		Ø170	
CLAUDIO FRANCO DA ROCHA	LUZTOL IND. QUIMICA LTDA	019.1209.01.0	BALDE- LUZTOL  LINHA  INDUSTRIAL	114062012	19	BALDE.	07/11/2012	03/11/2012	07/11/2012	08/11/2012	10/11/2012	160	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO						
ANGELA QUIRINO	TOPCRIL COM. DE TINTAS E TEXTURAS LTDA	018.1492.01.0	18L- TOPCRIL  PREMIUM	114072012	18	18 L.	07/11/2012	03/11/2012	07/11/2012	08/11/2012	10/11/2012	2940	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		VERMELHO TRANSPARENTE	AMARELO ESCALA	BRANCO OPACO	PRETO	BRANCO OPACO 2ªPASS		Ø170	
ANGELA QUIRINO	VELOZ QUIM. DERIV. PETR. E SOLV. LTDA	005.0302.01.0	5L- VELOZ  F15  THINNER	114082012	5	5 L.	07/11/2012	03/11/2012	07/11/2012	08/11/2012	10/11/2012	3000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	AMARELO BANDEIRA	PRETO	AZUL EUROPA			Ø42	
ANGELA QUIRINO	METALGAMICA PRODS. GRAFICOS LTDA	018.1540.01.0	18L (H) NATURAL S/VZ  	114092012	18	18 L.	07/11/2012	03/11/2012	07/11/2012	08/11/2012	10/11/2012	200	0	0				SEM VZ INTERNO	ACABAMENTO COMUM									
ANGELA QUIRINO	METALGAMICA PRODS. GRAFICOS LTDA	005.1540.01.0	5L- NATURAL  S/VZ  Ø42	114102012	5	5 L.	07/11/2012	03/11/2012	07/11/2012	08/11/2012	10/11/2012	500	0	0				SEM VZ INTERNO									Ø42	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	005.0112.01.0	5L- GOL QUIMICA	114112012	5	5 L.	07/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	8064	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	CINZA PREPARADO	AZUL TOZAN RAZ NOVO	VERMELHO LINOVA			Ø42	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	005.0112.01.0	5L- GOL QUIMICA	114122012	5	5 L.	07/11/2012	07/11/2012	11/11/2012	12/11/2012	14/11/2012	8064	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	CINZA PREPARADO	AZUL TOZAN RAZ NOVO	VERMELHO LINOVA			Ø42	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	005.0112.01.0	5L- GOL QUIMICA	114132012	5	5 L.	07/11/2012	09/11/2012	13/11/2012	14/11/2012	16/11/2012	8064	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	CINZA PREPARADO	AZUL TOZAN RAZ NOVO	VERMELHO LINOVA			Ø42	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	005.0112.01.0	5L- GOL QUIMICA	114142012	5	5 L.	07/11/2012	13/11/2012	17/11/2012	18/11/2012	20/11/2012	8064	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	CINZA PREPARADO	AZUL TOZAN RAZ NOVO	VERMELHO LINOVA			Ø42	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	005.0112.01.0	5L- GOL QUIMICA	114152012	5	5 L.	07/11/2012	15/11/2012	19/11/2012	20/11/2012	22/11/2012	8064	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	CINZA PREPARADO	AZUL TOZAN RAZ NOVO	VERMELHO LINOVA			Ø42	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	005.0112.01.0	5L- GOL QUIMICA	114162012	5	5 L.	07/11/2012	16/11/2012	20/11/2012	21/11/2012	23/11/2012	8064	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	CINZA PREPARADO	AZUL TOZAN RAZ NOVO	VERMELHO LINOVA			Ø42	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	005.0112.01.0	5L- GOL QUIMICA	114172012	5	5 L.	07/11/2012	20/11/2012	24/11/2012	25/11/2012	27/11/2012	8064	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	CINZA PREPARADO	AZUL TOZAN RAZ NOVO	VERMELHO LINOVA			Ø42	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	005.0112.01.0	5L- GOL QUIMICA	114182012	5	5 L.	07/11/2012	22/11/2012	26/11/2012	27/11/2012	29/11/2012	8064	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	CINZA PREPARADO	AZUL TOZAN RAZ NOVO	VERMELHO LINOVA			Ø42	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	005.0112.01.0	5L- GOL QUIMICA	114192012	5	5 L.	07/11/2012	23/11/2012	27/11/2012	28/11/2012	30/11/2012	8064	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	CINZA PREPARADO	AZUL TOZAN RAZ NOVO	VERMELHO LINOVA			Ø42	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	005.0112.01.0	5L- GOL QUIMICA	114202012	5	5 L.	07/11/2012	27/11/2012	01/12/2012	02/12/2012	04/12/2012	8064	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	CINZA PREPARADO	AZUL TOZAN RAZ NOVO	VERMELHO LINOVA			Ø42	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	005.0112.01.0	5L- GOL QUIMICA	114212012	5	5 L.	07/11/2012	30/11/2012	04/12/2012	05/12/2012	07/12/2012	8064	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	CINZA PREPARADO	AZUL TOZAN RAZ NOVO	VERMELHO LINOVA			Ø42	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	018.0112.01.0	18L (H)- GOL QUIMICA  USO  PROFIS.	114222012	18	18 L.	07/11/2012	06/11/2012	10/11/2012	11/11/2012	13/11/2012	2940	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		CINZA PREPARADO	AZUL TOZAN	VERMELHO LINOVA	PRETO			Ø57	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	018.0112.01.0	18L (H)- GOL QUIMICA  USO  PROFIS.	114232012	18	18 L.	07/11/2012	12/11/2012	16/11/2012	17/11/2012	19/11/2012	2940	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		CINZA PREPARADO	AZUL TOZAN	VERMELHO LINOVA	PRETO			Ø57	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	018.0112.01.0	18L (H)- GOL QUIMICA  USO  PROFIS.	114242012	18	18 L.	07/11/2012	14/11/2012	18/11/2012	19/11/2012	21/11/2012	2940	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		CINZA PREPARADO	AZUL TOZAN	VERMELHO LINOVA	PRETO			Ø57	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	018.0112.01.0	18L (H)- GOL QUIMICA  USO  PROFIS.	114252012	18	18 L.	07/11/2012	19/11/2012	23/11/2012	24/11/2012	26/11/2012	2940	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		CINZA PREPARADO	AZUL TOZAN	VERMELHO LINOVA	PRETO			Ø57	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	018.0112.01.0	18L (H)- GOL QUIMICA  USO  PROFIS.	114262012	18	18 L.	07/11/2012	28/11/2012	02/12/2012	03/12/2012	05/12/2012	2940	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		CINZA PREPARADO	AZUL TOZAN	VERMELHO LINOVA	PRETO			Ø57	
SANDRA REGINA DA SILVA	TINTAS SIX COLLOR IND. E COM. LTDA - EPP	018.0169.01.1	18L- REAL   COMPLEMENTOS  (LINHA  PREMIUM)	114272012	18	18 L.	07/11/2012	15/11/2012	19/11/2012	20/11/2012	22/11/2012	3000	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		OURO VIWACRIL	MARROM REAL COMPLEMENTO	AZUL EUROPA	AMARELO EUROPA	BORDO SV		Ø170	
SANDRA REGINA DA SILVA	TINTAS SIX COLLOR IND. E COM. LTDA - EPP	018.0169.01.1	18L- REAL   COMPLEMENTOS  (LINHA  PREMIUM)	114282012	18	18 L.	07/11/2012	12/11/2012	16/11/2012	17/11/2012	19/11/2012	3000	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		OURO VIWACRIL	MARROM REAL COMPLEMENTO	AZUL EUROPA	AMARELO EUROPA	BORDO SV		Ø170	
SANDRA REGINA DA SILVA	MAZA PRODUTOS QUIMICOS LTDA	025.0136.01.0	14L- MAZA COMPLEMENTOS	114292012	25	25KG(14L).	07/11/2012	07/11/2012	11/11/2012	12/11/2012	14/11/2012	3318	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		AZUL DURAMAR	AMARELO EUROPA	VERMELHO MAZA	PRETO	MAGENTA BERTONCINI		Ø130	
SANDRA REGINA DA SILVA	MAZA PRODUTOS QUIMICOS LTDA	025.0136.10.0	25KG- UNIAO  COMPLEMENTOS	114302012	25	25KG(14L).	07/11/2012	07/11/2012	11/11/2012	12/11/2012	14/11/2012	3318	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		AMARELO BANDEIRA	PRETO					Ø130	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0430.01.0	18L (H)- EM101 FORMICA  ADESIVO DE CONTATO 	114312012	18	18 L.	08/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	3000	0	0			ESM.BRANCO FORMICA	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL EUROPA	VERMELHO LINOVA				Ø57	
ELENICE MARTIRE	BRASCOR IND. E COM. DE TINTAS LTDA	018.0913.01.0	LATA 18L  DOURADA VZ/ACAB.	114322012	18	18 L.	08/11/2012	03/11/2012	07/11/2012	08/11/2012	10/11/2012	540	0	0				SEM VZ INTERNO	ACABAMENTO COMUM								Ø170	
ELENICE MARTIRE	BRASCOR IND. E COM. DE TINTAS LTDA	018.1540.04.0	18L- NATURAL S/VZ  Ø42/57	114332012	18	18 L.	08/11/2012	03/11/2012	07/11/2012	08/11/2012	10/11/2012	12	0	0				SEM VZ INTERNO									Ø42	
